ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT
42131Q95NX,46,0,344021.0,453,1,3
42134N76WE,28,0,203659.0,516,1,4
42135U38ZC,45,0,239959.0,414,0,3
42137B11YR,44,0,132896.0,440,1,3
42137H08OL,46,1,302008.0,450,1,3
42145X55TK,54,1,112784.0,181,0,1
42146P44DZ,32,0,254783.0,473,1,3
42147R42KM,47,1,684555.0,226,0,2
42154C59RX,41,0,268519.0,260,0,2
42154H45AF,34,1,454803.0,142,1,1
42157N05ZI,56,1,530096.0,282,1,2
42158K29EE,55,1,118547.0,260,1,2
42158Y04CN,30,1,218152.0,166,0,1
42159I20XK,34,0,108970.0,284,0,2
42160A80NB,38,1,420749.0,344,1,2
42160Z40RB,55,1,219277.0,351,1,2
42162E04FC,25,0,186083.0,413,1,3
42166V13KT,49,1,475291.0,315,0,2
42173M66DV,29,1,324256.0,320,1,2
42173R15XI,58,0,458721.0,277,0,2
42176Z47QC,34,0,290183.0,4,0,1
42180N25UD,61,0,311724.0,1013,1,4
42183V25OZ,46,0,280398.0,226,0,2
42184L59IZ,34,1,195621.0,263,1,2
42186R38MY,60,0,590780.0,333,1,2
42191C44PZ,58,1,173525.0,151,0,1
42194F68ZI,65,1,258149.0,824,1,4
42194U53CN,56,1,426725.0,87,1,1
42205F30PE,28,0,210541.0,609,1,4
42208L34EY,49,0,241745.0,394,1,3
42215Q43BS,27,1,453193.0,370,0,3
42217N30PO,45,1,577301.0,233,0,2
42230R42AS,53,1,523253.0,458,1,3
42232Y02JN,43,0,121869.0,339,0,2
42234V71WF,60,0,623879.0,432,1,3
42235M28NR,45,0,347892.0,211,1,2
42236E40EZ,35,1,339800.0,272,0,2
42237E33YB,42,0,688981.0,572,1,4
42239G51JU,31,0,299589.0,407,1,3
42247J74EC,42,0,300331.0,273,0,2
42247V14JI,43,0,389152.0,306,1,2
42249K19KI,64,1,395131.0,357,0,2
42249K53YN,56,1,457480.0,319,0,2
42251B55EW,57,1,345893.0,241,1,2
42251I10HH,49,0,226746.0,234,0,2
42251J79JG,59,1,496787.0,250,1,2
42254T61VR,39,0,551797.0,515,0,4
42254Y58BM,48,1,363597.0,470,0,3
42257R84RR,31,0,217239.0,25,1,1
42261V39EG,39,0,419082.0,399,0,3
42267O47SH,61,1,288147.0,229,0,2
42269N33OT,49,0,423317.0,472,1,3
42270Y82ZH,27,1,393184.0,283,1,2
42273G50RZ,56,1,505741.0,385,1,3
42274E10WB,45,0,378626.0,348,0,2
42274G34TU,57,1,215669.0,111,0,1
42275P08OE,47,1,499517.0,284,1,2
42278A65MX,42,1,374413.0,865,1,4
42279D48GS,27,1,178960.0,322,0,2
42284C41JI,25,1,499131.0,242,0,2
42288G89IT,62,1,93528.0,179,0,1
42288K65IK,37,1,639317.0,115,0,1
42292M88ZY,59,0,605822.0,272,1,2
42295L79FK,55,0,688116.0,948,1,4
42300C38WI,35,1,342790.0,216,1,2
42304A06XC,30,1,336053.0,196,1,1
42309F35DP,51,0,141872.0,306,0,2
42309I63YF,63,1,264531.0,88,0,1
42311Y07WX,31,0,175352.0,412,1,3
42315O27QT,53,0,351922.0,555,1,4
42317S15VO,48,1,465939.0,302,1,2
42320H42DZ,38,1,434389.0,494,1,3
42320V44OE,37,1,446955.0,380,1,3
42323O29AU,29,0,161343.0,352,1,2
42325S88UD,62,1,424645.0,836,1,4
42327W81NM,54,0,609932.0,451,1,3
42328J91PQ,54,1,383957.0,454,1,3
42330F62BZ,41,0,355909.0,439,1,3
42331Q96UG,41,1,361915.0,75,0,1
42336Q31OD,30,1,240275.0,109,0,1
42341V71JL,59,1,172360.0,242,0,2
42343F28XF,33,0,115672.0,403,1,3
42343K20YT,43,0,206210.0,179,0,1
42344H74VV,35,0,231020.0,259,1,2
42346B92CX,55,1,337803.0,159,1,1
42346W26RU,28,1,397115.0,252,1,2
42350A39OB,30,1,401747.0,498,1,3
42350M93LI,34,1,409423.0,388,0,3
42350X98RR,35,0,255047.0,434,1,3
42351W78IY,45,0,260483.0,266,0,2
42352K20GC,62,1,161115.0,274,1,2
42352L01ZT,28,0,189192.0,245,0,2
42358G83ES,40,0,441252.0,218,1,2
42360F61AR,28,1,299914.0,84,0,1
42360S47YB,63,0,652082.0,253,0,2
42362J89LM,39,1,490880.0,391,1,3
42362Q22CK,43,0,782587.0,424,1,3
42368Y48KK,63,0,575286.0,219,1,2
42370M57RZ,39,1,531752.0,208,1,2
42372X53NC,44,0,120813.0,298,0,2
42375F65GY,53,0,237812.0,402,0,3
42375L17YE,38,0,363128.0,351,0,2
42377D76OB,64,0,582526.0,301,0,2
42379P71VL,49,0,169909.0,452,1,3
42380F45SN,59,0,336336.0,614,1,4
42380Z37DD,44,0,205215.0,454,1,3
42384A90LT,62,0,608791.0,216,1,2
42384M04FS,32,1,291008.0,204,0,2
42384U11KW,28,1,400077.0,420,0,3
42385G69GC,33,1,336055.0,268,0,2
42391V07II,40,0,192465.0,456,1,3
42392N10RD,46,1,745181.0,246,1,2
42395H97GX,47,0,190590.0,405,0,3
42396G95HG,38,0,746651.0,225,1,2
42398C27GF,38,0,588349.0,945,1,4
42398M67NX,25,0,121042.0,86,0,1
42409F06JT,55,1,149085.0,453,1,3
42410W27TK,53,1,269949.0,394,1,3
42411Y63NR,26,0,184520.0,390,1,3
42413S82VJ,64,0,410919.0,447,1,3
42415Y39BR,25,0,205572.0,291,1,2
42416P58LC,55,0,744323.0,241,1,2
42417B71IE,48,0,595229.0,206,1,2
42421H50DN,41,0,495039.0,139,1,1
42423C70KP,64,1,529336.0,297,0,2
42430J32DE,65,0,497579.0,209,1,2
42432J68WA,39,0,452237.0,379,1,3
42437J52ME,58,1,502816.0,190,0,1
42444T10RJ,59,1,222872.0,413,1,3
42449N33IN,40,1,683768.0,410,1,3
42450J57DY,64,1,337864.0,705,1,4
42450W73CH,59,1,233072.0,112,0,1
42455B63VH,47,1,288299.0,363,1,3
42456D39VE,60,0,102421.0,333,0,2
42458J10VM,51,1,192240.0,389,1,3
42463V69UQ,53,1,428771.0,342,0,2
42465Q21HK,60,1,254200.0,25,0,1
42466O76UL,62,0,789446.0,823,1,4
42467M61HT,62,0,772920.0,400,1,3
42467R31DK,46,0,279561.0,441,1,3
42470B73RP,43,1,333064.0,439,0,3
42470L84FF,42,0,163964.0,273,1,2
42475G49TU,57,1,465645.0,172,0,1
42475L48XA,63,0,560152.0,359,0,2
42481B62DX,58,0,722356.0,361,1,3
42481K43TR,63,0,420717.0,898,1,4
42483R52DK,51,1,99003.0,294,0,2
42485L67PG,62,0,419723.0,303,0,2
42486D43DF,26,0,199305.0,692,1,4
42488M56UR,56,1,437888.0,391,1,3
42491P36OF,30,0,111555.0,430,0,3
42493L16YK,58,1,218269.0,331,0,2
42494U27ZP,60,1,196400.0,122,0,1
42496Y92UA,40,0,513312.0,137,1,1
42496Z60YR,45,0,582208.0,119,0,1
42499J65FD,44,0,434174.0,286,0,2
42499W15RZ,63,1,528208.0,349,0,2
42500S44LJ,32,0,137524.0,21,0,1
42502I38SW,37,0,370984.0,52,0,1
42504Z63VD,59,0,494224.0,357,0,2
42505R69GB,52,0,672719.0,102,1,1
42507S23JT,47,1,413624.0,255,0,2
42516C97EV,41,0,652157.0,288,0,2
42520O23AA,41,0,488401.0,395,1,3
42521L36FF,55,0,778520.0,252,0,2
42523U11FT,28,0,108444.0,110,0,1
42524O81PA,53,0,352906.0,816,1,4
42524Q93TU,32,1,144347.0,328,0,2
42525U65HO,48,1,365941.0,337,1,2
42526Z81PQ,37,1,792939.0,627,1,4
42527F06KE,56,1,160323.0,344,0,2
42534Y99WL,27,0,185457.0,480,0,3
42538P23ID,37,0,354448.0,308,1,2
42538Z97FN,63,0,302377.0,319,1,2
42540V06YM,37,1,364040.0,125,0,1
42543K05EJ,35,0,130750.0,437,1,3
42543R64VA,28,1,184632.0,337,0,2
42543T41MN,45,0,122651.0,393,0,3
42547P56SW,41,0,272378.0,429,1,3
42556M57YT,53,0,640378.0,384,0,3
42556O18FQ,48,0,435040.0,85,1,1
42559P49SK,49,0,436523.0,161,1,1
42563P20XD,64,1,464128.0,272,1,2
42570J83KG,27,0,158025.0,68,1,1
42580D77NX,35,1,405925.0,476,0,3
42581G36LA,61,0,368115.0,831,1,4
42582O02ZW,33,1,353325.0,292,0,2
42583J87VE,58,0,722597.0,103,0,1
42591D47YD,47,0,786389.0,752,1,4
42595M94VU,39,1,317501.0,294,0,2
42596W54JP,51,0,377852.0,214,0,2
42598X74AA,46,0,245840.0,369,1,3
42599U67GG,59,1,158464.0,483,1,3
42600H29SH,52,1,211379.0,361,0,3
42600O40LU,27,0,142258.0,247,0,2
42600Z60EG,51,1,453088.0,631,1,4
42601I66IS,63,1,215267.0,356,0,2
42607A39SJ,46,0,435247.0,404,1,3
42607Q65RK,62,0,381546.0,755,1,4
42609N01NV,32,1,265547.0,249,1,2
42611I93QE,60,1,212104.0,111,0,1
42617E52GL,54,1,287768.0,307,0,2
42619L30SF,46,0,158886.0,127,1,1
42621R07PD,55,1,386659.0,487,1,3
42623T68MG,60,1,392000.0,26,1,1
42624A10NS,25,1,226539.0,269,0,2
42626U41AE,36,1,363939.0,882,0,4
42649A10XN,41,1,459128.0,280,1,2
42651Y23NI,26,1,301721.0,449,1,3
42652C93NI,49,1,492877.0,334,0,2
42652F41XE,59,1,292979.0,212,0,2
42653X71KX,56,0,587133.0,653,1,4
42659C90DO,36,0,654259.0,206,0,2
42663W47KK,45,0,116238.0,274,0,2
42664J95GU,45,0,268197.0,465,1,3
42668T81AG,30,0,225259.0,80,1,1
42669Y86IG,64,1,510576.0,331,0,2
42671G86YJ,56,0,392085.0,190,0,1
42676J75FM,60,1,277555.0,819,1,4
42677Q03HY,61,0,226868.0,500,1,3
42677W41XN,34,0,232893.0,290,0,2
42681V50RL,49,0,562117.0,363,1,3
42685F91TO,45,0,300965.0,446,1,3
42686C53AQ,59,1,391037.0,464,1,3
42689F05XC,63,1,411819.0,328,0,2
42694V07KC,50,0,697619.0,289,1,2
42695Q94WQ,41,1,719661.0,323,1,2
42696X42ZJ,55,1,273856.0,31,0,1
42703I46XI,40,1,427075.0,813,1,4
42707G66JP,37,0,148246.0,499,1,3
42709Z12YE,31,0,273133.0,299,1,2
42714A18RN,40,0,295380.0,499,1,3
42714O75XJ,27,0,237722.0,335,0,2
42717T50EY,59,1,329107.0,289,1,2
42722J95EG,49,0,311967.0,203,1,2
42723J57KU,48,1,599539.0,803,1,4
42725R02XJ,46,0,405167.0,16,1,1
42728W48CG,63,0,288564.0,87,0,1
42733N83ZC,42,1,508816.0,47,0,1
42734H19OQ,31,0,195077.0,436,1,3
42737D94OY,38,0,293317.0,241,0,2
42739F23OB,41,0,162019.0,476,0,3
42739N25UY,36,1,620141.0,351,1,2
42743V68DJ,47,1,399773.0,520,1,4
42746J15PQ,41,1,482693.0,987,1,4
42751P57PQ,26,1,338521.0,24,0,1
42755C97WP,44,0,290052.0,457,1,3
42756H90QS,62,0,548000.0,178,0,1
42756T33GU,35,0,277605.0,323,0,2
42757E07UH,41,0,271139.0,437,0,3
42761A91CG,54,0,311456.0,161,0,1
42778H73WX,28,1,269016.0,495,1,3
42780L06AT,44,0,248740.0,279,0,2
42781C36MT,37,1,576901.0,479,1,3
42781N78JN,27,1,430480.0,453,1,3
42786L33GA,59,0,695770.0,258,1,2
42790D67YE,26,1,408643.0,359,1,2
42791W61QC,46,0,710144.0,235,0,2
42792U22MA,25,0,149564.0,248,0,2
42795W64PL,31,1,347793.0,317,1,2
42797W40GW,42,0,224600.0,389,1,3
42802A32QC,27,0,185442.0,311,1,2
42802V33WR,61,1,102387.0,250,0,2
42803Z11AV,65,1,512941.0,195,1,1
42804J68UO,45,0,787787.0,378,1,3
42807K41SE,44,0,181828.0,377,1,3
42808P44LW,55,1,301875.0,825,1,4
42813I29JQ,49,0,188996.0,231,0,2
42819W04CP,34,0,117006.0,370,0,3
42824A64BI,51,1,105656.0,235,0,2
42824B49YV,51,0,320473.0,382,1,3
42827J18XL,29,1,424733.0,407,0,3
42829Q62CN,60,1,263323.0,436,1,3
42830L22OM,30,0,175422.0,250,0,2
42835Y96UZ,54,0,493753.0,342,1,2
42836R73KL,54,0,705686.0,736,1,4
42838Z04HO,33,1,323592.0,480,1,3
42842Z80QP,26,1,383016.0,420,1,3
42847K56XU,44,0,259116.0,366,1,3
42848C81OW,33,1,300745.0,457,1,3
42855O14HJ,35,1,399435.0,339,1,2
42862W18TA,51,1,223136.0,381,1,3
42863E83CN,61,0,176060.0,331,0,2
42868I18FK,52,1,193893.0,207,0,2
42873A86VV,33,1,238539.0,376,1,3
42873B27AC,54,1,169755.0,408,1,3
42879T58JT,60,0,488674.0,308,0,2
42885J95NS,52,1,205371.0,279,0,2
42886L24AR,29,0,184969.0,31,1,1
42886M91FK,53,1,529003.0,835,1,4
42887B66XZ,52,1,358461.0,474,1,3
42890P36DR,37,1,337640.0,396,1,3
42893R11CT,50,1,635888.0,344,1,2
42897Y79JP,26,0,212939.0,283,1,2
42902T72GN,34,0,177070.0,106,0,1
42902U81HL,31,0,169678.0,614,0,4
42905F28PE,49,1,455595.0,867,1,4
42908A19WI,31,0,258137.0,827,1,4
42908R19LJ,55,0,127857.0,334,0,2
42910G99CD,44,0,290383.0,444,1,3
42911G08PF,54,1,440136.0,300,0,2
42915F58KU,43,0,421609.0,447,0,3
42915T84HF,49,1,456408.0,393,1,3
42925L62RK,61,1,357923.0,779,1,4
42926M46DQ,35,0,155829.0,675,1,4
42928D38YK,42,1,524051.0,238,1,2
42931U86WE,29,0,178865.0,326,0,2
42932L74WW,45,0,119517.0,475,1,3
42934F48NX,55,1,447621.0,257,1,2
42937Q84XY,59,0,315242.0,367,1,3
42940V12YL,60,1,427405.0,648,1,4
42944N94NX,59,0,329584.0,2,0,1
42957A94UQ,51,1,145013.0,215,0,2
42958N33ZR,48,0,238159.0,443,1,3
42959B02TQ,49,1,296112.0,418,1,3
42972G33ZL,38,1,425328.0,736,1,4
42973S06GT,38,1,327328.0,195,0,1
42974D65MQ,45,0,321418.0,406,1,3
42980M61KM,58,1,297344.0,207,0,2
42983B18AX,39,1,483184.0,379,1,3
42984A03ND,42,0,476247.0,425,1,3
42988B11SE,52,1,370485.0,761,1,4
42988J85QV,58,0,748525.0,450,1,3
42988P98KT,47,0,558832.0,417,1,3
42990Q06DI,62,1,505421.0,242,1,2
42994W16KB,32,0,249008.0,778,1,4
42998O98ID,56,0,752834.0,73,0,1
42998W70ZB,54,1,266357.0,249,0,2
43000E69LY,48,0,794405.0,15,1,1
43003J48YF,36,1,356488.0,389,1,3
43005A51AR,35,1,151904.0,254,1,2
43010H95WY,43,0,658907.0,277,0,2
43010W59KO,61,0,201807.0,472,1,3
43013Z28WU,43,0,485107.0,494,1,3
43015M67TH,55,1,332363.0,88,0,1
43016X45ND,47,0,289902.0,436,1,3
43017Y02DK,54,1,350024.0,241,0,2
43023R01QL,62,0,182877.0,934,1,4
43033D27KH,46,1,457392.0,346,1,2
43035W51CV,31,1,397101.0,221,0,2
43044K77WC,30,0,190421.0,404,1,3
43045K75LX,42,1,420080.0,160,0,1
43048N53QJ,32,1,336125.0,339,1,2
43048P98LU,50,0,508059.0,330,1,2
43054D89GY,49,0,453828.0,250,0,2
43055Z72CP,49,0,113640.0,487,1,3
43058X38CJ,43,0,108058.0,226,1,2
43065J85EW,47,1,462581.0,631,1,4
43066U55NE,27,0,114620.0,258,0,2
43069Y25HV,56,1,178779.0,275,0,2
43074Q80QC,38,1,453120.0,590,1,4
43076T08ZJ,30,0,295591.0,338,1,2
43081E60SV,30,1,237531.0,393,1,3
43087M88NO,61,0,755979.0,351,0,2
43087Y00KE,36,0,311661.0,425,1,3
43088U18YE,57,0,260655.0,433,1,3
43089I90YB,42,0,600912.0,312,0,2
43091F34HX,33,1,403034.0,405,1,3
43091K46RD,60,0,341763.0,28,0,1
43096K72TT,37,0,219941.0,431,1,3
43096M58JM,55,1,110560.0,246,1,2
43096N74FU,34,0,175167.0,358,1,2
43096X06PF,61,0,356179.0,241,0,2
43103T00FS,55,0,171433.0,219,0,2
43103U69UQ,38,0,537440.0,525,0,4
43103X23WV,65,1,112216.0,911,0,4
43104H77VW,51,1,179923.0,449,1,3
43110X69XG,48,1,267211.0,129,0,1
43113A83EO,59,0,244086.0,479,1,3
43113Y30RB,36,0,316150.0,229,0,2
43121N03JB,59,1,274003.0,479,0,3
43123G45QY,64,1,120501.0,237,0,2
43123L47XC,34,0,156504.0,949,1,4
43124P58SD,64,1,215368.0,870,1,4
43127Y37TI,50,1,611613.0,247,1,2
43128H34DR,52,0,158556.0,403,0,3
43138X97XB,49,0,457353.0,116,0,1
43141I22WD,56,1,98064.0,686,0,4
43147E94EO,26,1,334560.0,436,1,3
43147W52JO,55,0,587010.0,769,1,4
43151G34HW,49,0,334584.0,286,0,2
43152B02JO,61,0,578164.0,380,1,3
43159T07WW,60,1,429539.0,207,1,2
43161B12FZ,55,0,541829.0,445,1,3
43163F36UO,53,0,406524.0,884,1,4
43163M14TL,62,1,316240.0,990,1,4
43168E12XN,37,0,391382.0,335,0,2
43168T43ML,50,0,752355.0,38,1,1
43169G21ZB,32,0,150940.0,81,1,1
43169R38CO,65,0,510705.0,27,1,1
43173J00YU,42,1,586472.0,380,1,3
43173M71DJ,40,1,308397.0,219,0,2
43174E18YZ,47,0,677008.0,387,1,3
43174M08DA,40,0,344342.0,431,1,3
43177F97CL,63,0,90552.0,653,0,4
43177H81EA,51,0,457566.0,333,0,2
43177V82SG,60,0,122743.0,269,0,2
43181H64QX,46,1,302853.0,5,0,1
43184W48CU,33,0,261595.0,987,1,4
43186I62EK,54,0,127746.0,290,0,2
43186Q13AE,26,1,137200.0,288,0,2
43192H67UD,59,0,634955.0,257,1,2
43197V35AK,61,0,218620.0,672,1,4
43198P56BQ,64,1,366824.0,853,1,4
43200P06JU,53,1,250965.0,388,1,3
43203Y01HL,31,0,174341.0,272,1,2
43204C57GZ,43,0,146840.0,430,0,3
43210C94UX,48,1,623491.0,357,0,2
43213A67XC,55,1,271749.0,318,0,2
43225M68EA,37,0,176423.0,217,0,2
43225U68TH,56,0,573711.0,274,0,2
43226M29EN,65,1,262976.0,742,1,4
43229I09JD,39,1,381051.0,450,0,3
43230L72CW,32,1,339599.0,280,1,2
43231O94LJ,27,1,396784.0,326,1,2
43232P03CY,53,1,207389.0,75,0,1
43235D96JB,26,1,420777.0,463,1,3
43237V62CB,25,1,459810.0,478,1,3
43239W96DL,60,0,616357.0,140,1,1
43241H84VN,65,0,479171.0,81,0,1
43244Y30GR,29,0,222353.0,411,1,3
43246E94ZU,44,1,367035.0,346,0,2
43250L50JX,38,0,722435.0,784,1,4
43251U45LU,64,0,276213.0,373,1,3
43254O20FI,60,0,729930.0,86,1,1
43254U90AD,56,0,747934.0,356,0,2
43259E79UZ,57,0,789149.0,275,0,2
43260V30LQ,43,0,146644.0,488,1,3
43261E84HL,36,0,463326.0,203,1,2
43271B21SY,42,0,487057.0,417,1,3
43273A81TZ,48,1,675216.0,329,1,2
43277S25EO,53,1,508795.0,256,1,2
43280I39TF,35,0,117794.0,22,0,1
43280L99AA,49,0,125461.0,138,0,1
43281J64JC,35,0,240460.0,375,1,3
43284N11TO,46,1,687816.0,334,1,2
43287V63EB,54,1,378989.0,117,0,1
43288Z30AZ,27,1,447261.0,316,1,2
43291R99PI,65,0,318185.0,242,0,2
43292D73FW,27,0,133123.0,702,0,4
43296U10OC,44,0,216497.0,335,0,2
43302Y43CE,44,0,168749.0,426,0,3
43304G78NO,56,1,414763.0,84,0,1
43304T07XN,56,0,227030.0,356,1,2
43304W07LG,40,0,458983.0,275,1,2
43306O15IX,51,1,118701.0,732,1,4
43309C37EN,32,1,371957.0,242,0,2
43309E50UX,29,0,128004.0,907,1,4
43309Q55GE,63,1,356115.0,165,0,1
43310N46PD,49,1,454949.0,136,0,1
43313J30DS,58,0,713259.0,949,1,4
43318P07IK,36,0,307703.0,455,1,3
43321L29YE,56,0,422793.0,494,1,3
43325I42EE,35,0,103944.0,287,1,2
43327F85LF,31,0,280042.0,173,1,1
43327L35WC,55,1,358576.0,148,0,1
43334M41KF,53,0,319340.0,629,1,4
43341A81IS,62,0,736008.0,327,0,2
43347L64DX,28,0,235386.0,361,1,3
43348L51QT,47,0,399903.0,336,1,2
43349O13JQ,65,0,374114.0,195,0,1
43349W18DD,54,1,133621.0,653,0,4
43354G65WZ,54,0,156899.0,212,0,2
43354O88SC,31,1,375120.0,276,0,2
43355F76GR,26,0,125918.0,320,0,2
43358Q12GF,46,0,334663.0,342,0,2
43363T57CU,62,0,587445.0,874,1,4
43365F27IP,64,1,433789.0,318,1,2
43378B29IA,43,0,217426.0,251,1,2
43378B39MB,33,0,256770.0,755,1,4
43378G17QQ,25,0,226752.0,342,1,2
43378H91VE,26,0,195374.0,318,1,2
43378Z17FT,47,0,752704.0,315,0,2
43379A65NM,61,1,329989.0,327,1,2
43381R37GN,58,0,145063.0,1018,1,4
43383G23GY,58,0,252480.0,300,0,2
43383Y72PD,40,1,467157.0,543,1,4
43384K06UJ,36,0,443654.0,444,1,3
43392J64JM,54,0,634500.0,285,0,2
43393T33LV,26,1,353398.0,297,0,2
43395Q16DC,26,0,106886.0,429,1,3
43399K39YK,30,0,180687.0,310,0,2
43401G14HS,28,0,144921.0,219,0,2
43404M47UL,41,0,561533.0,593,1,4
43409X66HQ,46,0,371785.0,51,0,1
43410P32RZ,43,0,145894.0,463,0,3
43413I63DO,36,0,405802.0,188,1,1
43416A06FX,38,0,364187.0,500,0,3
43418G45FL,30,0,157945.0,200,1,2
43418K47YZ,59,0,261021.0,221,0,2
43418X75FY,39,0,195533.0,388,1,3
43424F94PV,62,1,204272.0,32,0,1
43430R33VM,54,1,255259.0,260,0,2
43431V31FP,60,1,316053.0,338,1,2
43432N43LJ,39,0,270734.0,443,1,3
43436T72PF,55,1,220797.0,387,1,3
43439Q54VR,61,1,325667.0,971,0,4
43440N92SK,41,1,715000.0,396,1,3
43449F89TS,60,1,320075.0,360,1,2
43453W04QV,25,1,159251.0,265,0,2
43455Y55GC,30,0,191592.0,5,1,1
43458F98QL,29,1,429869.0,455,1,3
43466Q88ZW,41,0,358390.0,373,1,3
43467Q87QW,31,0,122919.0,459,0,3
43473J01FF,27,0,190455.0,542,0,4
43473M56FA,49,0,341588.0,309,1,2
43474W71CE,25,0,174487.0,266,0,2
43479B22BH,51,0,584703.0,288,0,2
43480Z11CC,48,0,295419.0,492,1,3
43482P33CN,51,0,419175.0,272,0,2
43488B63TJ,52,0,374564.0,491,1,3
43489H45FI,45,1,584824.0,396,1,3
43492E45XK,43,0,433558.0,146,0,1
43495J93CU,51,0,376810.0,867,1,4
43496P32UN,42,1,392627.0,439,1,3
43498K23AY,26,0,274639.0,569,1,4
43503E57KM,42,0,272716.0,394,1,3
43504A87YV,58,1,250203.0,413,1,3
43506Y11YH,27,0,289920.0,269,1,2
43507M54HJ,25,1,324405.0,405,0,3
43509S55FV,59,0,329923.0,39,0,1
43515J53BH,42,0,409164.0,287,0,2
43519O53MN,62,1,450832.0,17,0,1
43524G01XR,55,0,467072.0,226,1,2
43524K08IE,53,1,525699.0,495,0,3
43531O22UZ,57,0,187633.0,209,1,2
43538I14MB,51,0,500026.0,364,1,3
43541E01KT,65,0,280528.0,469,0,3
43545B55KQ,28,0,155291.0,733,1,4
43545O50EM,57,0,612008.0,475,1,3
43546A21AR,37,0,424205.0,296,0,2
43546A84VG,43,0,204042.0,272,0,2
43549C03ZY,43,1,549749.0,613,1,4
43551I88RL,29,1,380533.0,448,0,3
43552E78WQ,39,1,783445.0,921,1,4
43556E20YA,55,0,609776.0,79,1,1
43557H56UX,53,1,93064.0,248,0,2
43558V70KZ,30,1,399587.0,224,0,2
43560V45ZQ,62,0,260169.0,278,0,2
43561S84VK,44,0,328680.0,302,1,2
43568T60TT,32,0,261656.0,59,0,1
43569Q74FW,29,0,169073.0,77,1,1
43570V92RP,35,0,223053.0,345,1,2
43583O39SW,50,1,467120.0,327,1,2
43584P18EL,44,0,450500.0,111,0,1
43588N90JR,40,1,299749.0,271,0,2
43591B95XG,28,1,447600.0,391,1,3
43596M25JI,28,0,254315.0,207,1,2
43600B59CM,55,1,189803.0,79,0,1
43602I40HE,41,1,519995.0,347,0,2
43604V18XJ,25,0,228114.0,376,1,3
43615J85KA,36,1,282384.0,677,1,4
43617T38EZ,45,0,304721.0,28,1,1
43618Q94EO,43,0,446182.0,205,0,2
43625I40VF,50,1,425984.0,326,1,2
43625V10BP,53,1,444536.0,531,1,4
43626Q20EN,37,0,222868.0,478,1,3
43627T94JT,49,0,358374.0,481,1,3
43632D08XS,54,0,532600.0,437,1,3
43636Z15QI,39,0,145943.0,299,0,2
43638N22EI,60,0,573075.0,290,0,2
43641E02PK,38,0,184083.0,444,1,3
43643O77BW,25,0,253268.0,848,1,4
43644A47TW,49,0,738077.0,93,1,1
43644T74ZV,59,1,97440.0,729,0,4
43645M86PO,26,0,243045.0,414,1,3
43647N38VV,42,1,790805.0,403,1,3
43650J98CX,26,1,369936.0,317,1,2
43652A20AD,61,1,331267.0,478,1,3
43652I39HU,43,0,393024.0,494,0,3
43652Y98CE,60,0,217932.0,656,1,4
43653O90KR,38,0,446427.0,19,0,1
43656L69OZ,41,0,180293.0,447,0,3
43661H27EZ,48,1,437851.0,205,1,2
43663Q61WV,46,1,772152.0,282,0,2
43665Y29GR,46,1,668341.0,496,1,3
43666Y47FY,42,0,141639.0,220,1,2
43667Y99YI,27,0,189593.0,157,1,1
43671J79UN,43,0,213881.0,363,1,3
43672H36DW,35,0,126049.0,324,0,2
43675G56PY,60,0,774675.0,871,1,4
43679C59IF,34,1,423659.0,287,1,2
43686Y70XS,31,1,334511.0,455,0,3
43692E06MZ,48,0,433340.0,118,1,1
43696P93TS,40,0,133567.0,287,0,2
43697V64EB,50,1,440864.0,585,1,4
43704O50UW,52,1,165360.0,37,0,1
43712D95QK,58,1,319013.0,292,1,2
43713G05YQ,45,0,707795.0,208,1,2
43713J53AN,47,1,460621.0,330,1,2
43713N09EX,59,1,411035.0,483,1,3
43713Q81BJ,49,0,128888.0,456,1,3
43714R79KE,45,0,390560.0,178,0,1
43715Y97VP,45,0,206637.0,485,1,3
43719Q49TP,32,1,250779.0,243,0,2
43721D66PG,49,0,447874.0,326,1,2
43721F67TC,48,0,740827.0,498,1,3
43723K81ZI,56,0,728059.0,426,1,3
43724E71GG,32,1,194040.0,231,1,2
43725W48AL,35,1,217504.0,411,1,3
43727V93QJ,49,0,215668.0,308,1,2
43730F19KM,33,0,162748.0,285,0,2
43730V02XF,47,1,312643.0,379,1,3
43734O17GD,63,1,322928.0,283,0,2
43735T26NP,58,0,761533.0,590,1,4
43739G41GR,63,1,159216.0,345,0,2
43741I57OS,56,0,110194.0,226,0,2
43744Z65VX,57,0,492807.0,121,1,1
43745T62AK,35,0,270195.0,805,0,4
43745Y94NA,63,0,196180.0,258,0,2
43749M51OY,37,1,490037.0,57,0,1
43750G92OU,35,0,102547.0,1013,1,4
43755Y67CJ,33,0,158542.0,103,0,1
43757E50OG,40,0,190585.0,274,1,2
43759J89KQ,53,0,525284.0,75,1,1
43761S23IQ,40,0,190404.0,458,1,3
43773G69DD,52,1,265443.0,135,0,1
43775D00QJ,55,1,382432.0,598,1,4
43778P40CE,32,1,352525.0,207,1,2
43783H60AS,55,1,445656.0,336,0,2
43784V81ZX,55,1,248683.0,429,1,3
43789H55OV,56,1,102645.0,248,0,2
43795H29TQ,31,1,383178.0,356,0,2
43798U85GM,39,1,346203.0,456,1,3
43805A96IM,63,1,526515.0,202,0,2
